,car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
1220,Maruti Suzuki Wagon,415000,19812,CNG,Pune,2015
1221,Volkswagen Polo Highline,484999,55800,Petrol,Gurgaon,2018
1222,Hyundai Grand i10,482000,35010,Petrol,Delhi,2017
1223,Kia Seltos GTX,1689999,11000,Petrol,Chennai,2020
1224,Maruti Suzuki Baleno,570000,28000,Petrol,Thane,2017
1225,Renault Kwid 1.0,304000,53728,Petrol,Delhi,2018
1226,Tata Harrier XZ,1675000,28000,Diesel,Mumbai,2020
1227,Maruti Suzuki Alto,254999,66000,Petrol,Hyderabad,2012
1228,Maruti Suzuki Ertiga,1090000,32881,Petrol,Ahmedabad,2019
1229,Volkswagen Vento Trendline,350000,101740,Petrol,Hyderabad,2010
1230,BMW X1 sDrive20d,835000,47000,Diesel,Thane,2011
1231,Maruti Suzuki Vitara,813000,82559,Diesel,Chennai,2018
1232,Kia Seltos HTK,1850000,20881,Petrol,Hyderabad,2021
1233,Toyota Corolla H2,200000,140000,Petrol + 1,Pallikarnai,2004
1234,Maruti Suzuki S-Cross,625000,48159,Diesel,Kolkata,2018
1235,Mercedes-Benz B-Class B180,1350000,64300,Diesel,Ahmedabad,2014
1236,Kia Seltos GTX,1851000,32244,Diesel,Mumbai,2020
1237,Ford EcoSport Titanium,950000,52547,Petrol,Ahmedabad,2019
1238,Maruti Suzuki Swift,325000,71861,Petrol,Bangalore,2009
1239,Hyundai Grand i10,469000,24251,Petrol,Bangalore,2013
1240,Mercedes-Benz S-Class 350,4660000,32500,Diesel,Mumbai,2014
1241,Maruti Suzuki Swift,600000,82500,Diesel + 1,Poonamallee,2017
1242,Audi A3 40,1500000,69727,Petrol,Ahmedabad,2015
1243,Hyundai Elite i20,526000,54822,Petrol,Pune,2015
1244,Ford Aspire Titanium,425000,167000,Diesel,Ahmedabad,2016
1245,Skoda Kushaq Style,1925000,23402,Petrol,Bangalore,2021
1246,Hyundai Xcent S,395000,36000,Petrol,Kolkata,2018
1247,Maruti Suzuki S-Presso,430999,53958,Petrol,Kolkata,2020
1248,Maruti Suzuki Baleno,690000,690000,Petrol,Thane,2018
1249,Hyundai i20 Sportz,430000,50546,Petrol,Delhi,2014
1250,Maruti Suzuki Celerio,479000,59175,Petrol,Bangalore,2015
1251,Audi A3 35,2950000,17300,Diesel,Bangalore,2018
1252,Maruti Suzuki Ritz,425000,88000,Petrol,Hyderabad,2014
1253,Toyota Yaris G,785000,28103,Petrol,Delhi,2019
1254,Honda Jazz V,520000,73061,Petrol,Hyderabad,2015
1255,Toyota Innova 2.5,725000,101330,Diesel,Pune,2012
1256,Maruti Suzuki Baleno,942000,7773,Petrol,Pune,2021
1257,Land Rover Range,8500000,29000,Petrol,Faridabad,2020
1258,Maruti Suzuki Alto,401000,1953,Petrol,Delhi,2021
1259,Hyundai Elite i20,767000,18490,Petrol,Chennai,2019
1260,Hyundai Grand i10,550000,60093,Diesel,Thane,2018
1261,Maruti Suzuki Swift,543000,46282,Petrol,Kolkata,2019
1262,Volkswagen Vento Highline,700000,93682,Petrol,Hyderabad,2015
1263,Maruti Suzuki Swift,490000,84316,Diesel,Ahmedabad,2015
1264,Kia Seltos HTX,1700000,20175,Diesel,Hyderabad,2020
1265,Hyundai Elite i20,739000,19266,Petrol,Hyderabad,2017
1266,Maruti Suzuki Alto,322000,26802,Petrol,Bangalore,2016
1267,Hyundai Elite i20,717000,20454,Petrol,Chennai,2018
1268,Toyota Corolla Altis,1227000,75766,Petrol,Delhi,2017
1269,Honda City 1.5,365000,80000,Petrol,Thane,2012
1270,Renault Kwid 1.0,451000,2421,Petrol,Pune,2019
1271,Hyundai Creta SX,911000,53946,Petrol,Mumbai,2016
1272,Hyundai Xcent S,434999,74000,Petrol,Thane,2015
1273,Hyundai Verna 1.6,775000,22911,Petrol,Thane,2018
1274,Hyundai Creta SX,1450000,59994,Diesel,Hyderabad,2018
1275,Maruti Suzuki Baleno,498000,48702,Petrol,Delhi,2016
1276,Honda City V,1060000,12382,Petrol,Pune,2019
1277,Hyundai Grand i10,629000,12930,Petrol,Bangalore,2016
1278,Jeep Compass Limited,2475000,11293,Diesel,Mumbai,2020
1279,Maruti Suzuki Ciaz,994999,20440,Petrol,Hyderabad,2019
1280,Maruti Suzuki Swift,570000,43000,Petrol,Thane,2017
1281,Maruti Suzuki Celerio,468000,81091,CNG,Delhi,2018
1282,Hyundai Grand i10,450000,67621,Diesel,Hyderabad,2014
1283,Hyundai Verna 1.6,650000,38494,Petrol,Mumbai,2016
1284,Maruti Suzuki Celerio,547000,42348,CNG,Pune,2020
1285,Maruti Suzuki Celerio,527000,93275,CNG,Pune,2019
1286,Maruti Suzuki Alto,367000,44199,Petrol,Kolkata,2018
1287,Audi A3 35,2180000,77590,Petrol,Delhi,2018
1288,Audi A3 35,4299000,15678,Diesel,Kolkata,2019
1289,Maruti Suzuki Celerio,440000,52000,CNG,Thane,2016
1290,Maruti Suzuki Ertiga,1140000,28678,CNG,Thane,2021
1291,Maruti Suzuki Ritz,357000,40877,Petrol,Pune,2013
1292,Honda Jazz V,557000,44464,Petrol,Chennai,2016
1293,Mahindra Bolero Power,725000,57994,Diesel,Hyderabad,2017
1294,Hyundai Elite i20,657000,54982,Petrol,Bangalore,2017
1295,Datsun GO T,250000,40000,Petrol,Ahmedabad,2018
1296,Maruti Suzuki A-Star,199000,54000,Petrol,Thane,2010
1297,Audi Q5 2.0,1500000,56173,Diesel,Hyderabad,2012
1298,Renault Duster RXS,899000,36700,Petrol,Bangalore,2019
1299,Volkswagen Taigun Topline,1895000,2377,Petrol,Hyderabad,2022
1300,Volvo S60 D5,1800000,83893,Diesel,Hyderabad,2016
1301,Hyundai Verna Fluidic,425000,96000,Petrol,Noida,2011
1302,Renault Kwid RXL,339000,64346,Petrol,Bangalore,2016
1303,BMW 3 Series,1550000,104264,Diesel,Hyderabad,2013
1304,Hyundai Santro Magna,441000,15447,Petrol,Kolkata,2020
1305,MG Hector Sharp,1599000,29979,Petrol,Bangalore,2019
1306,Skoda Octavia 1.8,1698999,45661,Petrol,Thane,2018
1307,MG ZS EV,1919000,57946,Electric,Bangalore,2020
1308,Renault Kwid 1.0,369000,43361,Petrol,Bangalore,2017
1309,Honda City V,861999,18711,Petrol,Delhi,2017
1310,Tata Nexon XZ,850000,29700,Petrol,Chennai,2020
1311,Isuzu D-Max V-Cross,1895000,64377,Diesel,Bangalore,2018
1312,Maruti Suzuki Ciaz,597000,57498,Diesel,Delhi,2017
1313,Toyota Etios GD,550000,169100,Diesel,Ambattur,2015
1314,Maruti Suzuki Swift,479000,24389,Petrol,Delhi,2016
1315,Tata Harrier XZ,1620000,21077,Diesel,Thane,2019
1316,Tata Nexon EV,1475000,21065,Electric,Thane,2022
1317,Honda Jazz ZX,1024000,9838,Petrol,Pune,2021
1318,Hyundai Venue SX,1175000,24410,Petrol,Hyderabad,2020
1319,Hyundai Elite i20,715000,14000,Petrol,Thane,2018
1320,Maruti Suzuki Ciaz,686000,21880,Petrol,Delhi,2018
1321,Maruti Suzuki Swift,645000,69939,Diesel,Bangalore,2016
1322,Volkswagen Polo Trendline,609000,25501,Petrol,Bangalore,2017
1323,Hyundai Creta 1.6,827999,78623,Petrol,Delhi,2016
1324,Kia Seltos GTK,1105000,25483,Petrol,Kolkata,2019
1325,Maruti Suzuki Ciaz,735000,46993,Petrol,Thane,2017
1326,Maruti Suzuki Alto,366000,4697,Petrol,Delhi,2020
1327,Maruti Suzuki Wagon,430000,53000,Petrol,Ahmedabad,2016
1328,Maruti Suzuki Ciaz,811999,61867,Petrol,Delhi,2019
1329,Maruti Suzuki S-Cross,950000,28016,Diesel,Hyderabad,2018
1330,Ford EcoSport Titanium,790000,71400,Diesel,Ahmedabad,2017
1331,Ford Endeavour Titanium,3595000,27635,Diesel,Bangalore,2019
1332,Jeep Compass Limited,1285000,48179,Petrol,Mumbai,2018
1333,Renault Captur RXL,779000,99938,Petrol,Bangalore,2018
1334,Hyundai Grand i10,566000,12842,Petrol,Kolkata,2019
1335,Toyota Yaris J,1027000,8465,Petrol,Delhi,2021
1336,Renault Triber RXL,539000,30040,Petrol,Kolkata,2019
1337,Maruti Suzuki Swift,725000,45745,Petrol,Hyderabad,2020
1338,Audi A6 35,3175000,62410,Diesel,Bangalore,2016
1339,Hyundai Grand i10,540000,29135,Petrol,Thane,2017
1340,Mercedes-Benz S-Class Maybach,0,24500,Petrol,Kolkata,2017
1341,Hyundai Verna 1.6,992000,8000,Petrol,Delhi,2019
1342,Volkswagen Vento Highline,839000,40000,Petrol,Ahmedabad,2018
1343,Maruti Suzuki Wagon,400000,48502,Petrol,Faridabad,2017
1344,Datsun redi-GO T(O),465000,10655,Petrol,Chennai,2021
1345,Ford Fiesta Classic,185000,55000,Diesel,Kolkata,2011
1346,Mahindra Alturas G4,2145000,40180,Diesel,Kolkata,2019
1347,Hyundai Grand i10,729000,33863,Petrol,Bangalore,2021
1348,Maruti Suzuki Ritz,357000,40877,Petrol,Pune,2013
1349,Honda City VX,785000,61123,Petrol,Noida,2016
1350,Volvo XC60 Kinetic,2600000,82807,Diesel,Hyderabad,2016
1351,Hyundai Alcazar Prestige,1875000,2293,Petrol,Ahmedabad,2021
1352,Renault Kwid 1.0,449000,28213,Petrol,Bangalore,2018
1353,Maruti Suzuki Swift,699000,15400,Petrol,Bangalore,2018
1354,BMW 3 Series,1150000,38000,Diesel,Kolkata,2013
1355,Hyundai Grand i10,491000,63148,Petrol,Bangalore,2015
1356,Mahindra Bolero Power,650000,91752,Diesel,Hyderabad,2016
1357,Maruti Suzuki Ertiga,595000,67590,Petrol,Mumbai,2014
1358,Maruti Suzuki Swift,495000,66784,Petrol,Thane,2015
1359,Hyundai Grand i10,385000,73000,Petrol,Noida,2014
1360,Ford Endeavour Titanium,3595000,27000,Diesel,Bangalore,2019
1361,Maruti Suzuki Alto,330000,21857,Petrol,Pune,2018
1362,Maruti Suzuki Alto,200000,60506,Petrol,Hyderabad,2009
1363,Hyundai Santro Sportz,499000,39598,CNG,Mumbai,2020
1364,Maruti Suzuki Ciaz,499000,48196,Diesel,Kolkata,2016
1365,Hyundai Creta SX,813000,27433,Petrol,Kolkata,2016
1366,Honda Jazz V,545000,60857,Petrol,Mumbai,2017
1367,Land Rover Discovery,3299000,46328,Diesel,Kolkata,2017
1368,Mercedes-Benz GLA 200,1650000,75000,Diesel,Faridabad,2015
1369,Hyundai Verna SX,1200000,41197,Diesel,Thane,2019
1370,Volkswagen Ameo Comfortline,550000,40000,Petrol,Ahmedabad,2017
1371,Datsun GO Plus,325000,24921,Petrol,Thane,2016
1372,Toyota Yaris G,803999,14839,Petrol,Pune,2018
1373,Maruti Suzuki Celerio,448000,80306,Petrol,Pune,2017
1374,Honda City VX,750000,49419,Petrol,Thane,2016
1375,Honda Jazz V,650000,29206,Petrol,Ahmedabad,2017
1376,Hyundai Creta 1.6,1445000,37499,Petrol,Mumbai,2019
1377,Hyundai Grand i10,535000,41017,Petrol,Mumbai,2015
1378,Mercedes-Benz CLS 350,2900000,47000,Petrol,Ahmedabad,2014
1379,Ford EcoSport Titanium,901000,15386,Petrol,Kolkata,2020
1380,Toyota Innova 2.5,1435000,45530,Diesel,Bangalore,2015
1381,Hyundai i10 Sportz,365000,57000,Petrol,Ahmedabad,2014
1382,Maruti Suzuki Celerio,558000,89495,CNG,Pune,2019
1383,Maruti Suzuki Celerio,470000,51722,Petrol,Hyderabad,2016
1384,BMW 5 Series,5750000,45700,Diesel,Ahmedabad,2020
1385,Honda WR-V VX,775000,46945,Diesel,Delhi,2018
1386,Ford EcoSport Titanium,702000,27117,Diesel,Delhi,2017
1387,Jeep Compass Limited,1650000,63000,Petrol,Hyderabad,2017
1388,Mercedes-Benz C-Class C,3250000,40378,Diesel,Bangalore,2018
1389,Maruti Suzuki Ertiga,790000,110399,Diesel,Hyderabad,2015
1390,Maruti Suzuki S-Cross,650000,45000,Diesel,Thane,2015
1391,Kia Sonet GTX,1260000,40089,Diesel,Mumbai,2020
1392,Land Rover Range,0,45000,Diesel,Ahmedabad,2018
1393,Volkswagen Polo Comfortline,730000,46354,Diesel,Hyderabad,2018
1394,Hyundai Santro Magna,409000,4441,Petrol,Kolkata,2019
1395,Maruti Suzuki Baleno,615000,36146,Petrol,Mumbai,2017
1396,Hyundai Venue SX,1161000,16768,Petrol,Pune,2020
1397,Honda City V,999000,21691,Petrol,Bangalore,2019
1398,Kia Seltos GTX,1445000,67420,Diesel,Kolkata,2020
1399,Hyundai i20 Sportz,499000,41999,Petrol,Bangalore,2013
1400,Maruti Suzuki Baleno,675000,62000,Petrol,Ahmedabad,2018
1401,Tata Nexon XZ,975000,3200,Petrol,Chennai,2021
1402,Maruti Suzuki Wagon,387000,47747,CNG,Pune,2014
1403,Hyundai i20 Asta,975000,14746,Petrol,Ahmedabad,2021
1404,Audi A3 35,1650000,78597,Diesel,Ahmedabad,2014
1405,Honda Amaze 1.2,409000,82075,Petrol,Pune,2013
1406,Honda City SV,650000,45000,Petrol,Ambattur,2015
1407,Hyundai i10 1.1L,350000,55000,Petrol,Ahmedabad,2015
1408,Maruti Suzuki Ertiga,956000,19900,Petrol,Gurgaon,2020
1409,Honda Amaze 1.2,525000,36000,Petrol,Ahmedabad,2016
1410,Nissan Micra XL,400000,57000,Petrol + 1,Ambattur,2013
1411,Maruti Suzuki Alto,223000,27233,Petrol,Kolkata,2014
1412,Toyota Innova Crysta,2299000,21396,Diesel,Bangalore,2019
1413,Tata Nexon EV,1550000,48400,Electric,Bangalore,2020
1414,Hyundai Venue S,831000,7432,Petrol,Chennai,2020
1415,Maruti Suzuki Wagon,375000,68695,CNG,Mumbai,2014
1416,Renault Kwid Neotech,459999,13150,Petrol,Ambattur,2021
1417,Hyundai Elite i20,440000,36000,Petrol,Kolkata,2017
1418,Skoda Rapid 1.5,620000,109335,Diesel,Hyderabad,2015
1419,Kia Seltos GTX,1551000,10400,Petrol,Ahmedabad,2022
1420,Tata Altroz XZ,849000,11178,Petrol,Bangalore,2021
1421,Maruti Suzuki Wagon,235000,66000,Petrol,Noida,2012
1422,Honda Amaze 1.2,465000,33046,Petrol,Mumbai,2016
1423,Hyundai i20 Sportz,365000,64000,Petrol,Noida,2013
1424,Mahindra Marazzo M4,1149000,20473,Diesel,Bangalore,2019
1425,Honda City VX,775000,62000,Petrol,Ahmedabad,2015
1426,Maruti Suzuki Alto,500000,37228,CNG,Pune,2021
1427,Toyota Camry Hybrid,4850000,700,Petrol,Pune,2022
1428,Hyundai Santro Sportz,529000,43189,Petrol,Pune,2019
1429,Audi Q3 35,1513000,65000,Diesel,Ahmedabad,2015
1430,Ford Figo Duratec,249000,71000,Petrol,Thane,2014
1431,Maruti Suzuki Swift,800000,60161,Diesel,Thane,2019
1432,Maruti Suzuki Ciaz,597000,57498,Diesel,Delhi,2017
1433,Tata Nexon XZ,960000,37845,Diesel,Thane,2019
1434,Mahindra KUV100 K2,425000,20338,Diesel,Ahmedabad,2017
1435,Skoda Octavia 1.8,1523000,38842,Petrol,Pune,2016
1436,Maruti Suzuki Celerio,394000,76775,Petrol,Pune,2016
1437,Maruti Suzuki Dzire,729000,39439,Petrol,Bangalore,2018
1438,Maruti Suzuki Swift,520000,81869,Petrol,Chennai,2017
1439,Ford EcoSport Titanium,790000,56204,Diesel,Ahmedabad,2017
1440,Honda BR-V S,775000,49889,Petrol,Mumbai,2018
1441,Maruti Suzuki S-Presso,475000,7942,Petrol,Thane,2021
1442,Jaguar XF 2.2,2300000,83358,Diesel,Hyderabad,2013
1443,Hyundai i20 Active,493000,50307,Petrol,Kolkata,2016
1444,Audi Q3 35,1798999,21894,Diesel,Kolkata,2016
1445,Ford EcoSport Titanium,490000,52613,Diesel,Kolkata,2015
1446,Maruti Suzuki Baleno,651000,59468,Petrol,Mumbai,2018
1447,Hyundai Eon 1.0,360000,16205,Petrol,Pune,2015
1448,Maruti Suzuki Celerio,425000,41624,Petrol,Pune,2017
1449,Maruti Suzuki Ertiga,730000,120000,Diesel,Hyderabad,2015
1450,Hyundai Creta SX,1350000,33815,Petrol,Ahmedabad,2018
1451,Renault Duster 110,999000,41591,Diesel,Bangalore,2017
1452,Renault Duster 110,795000,82000,Diesel,Hyderabad,2018
1453,Maruti Suzuki Alto,345000,44288,Petrol,Delhi,2019
1454,Maruti Suzuki S-Presso,455000,7082,Petrol,Kolkata,2020
1455,Mahindra Scorpio S2,928999,36624,Diesel,Bangalore,2015
1456,Maruti Suzuki Ritz,390000,51000,Petrol,Hyderabad,2014
1457,Ford Aspire Titanium,550000,24954,Petrol,Ahmedabad,2017
1458,Jeep Compass Longitude,1224000,54441,Diesel,Pune,2017
1459,Maruti Suzuki Alto,199000,34579,Petrol,Pune,2012
1460,Maruti Suzuki Wagon,615000,23000,CNG,Thane,2020
1461,Hyundai Creta 1.6,1350000,35000,Petrol,Mumbai,2018
1462,Mercedes-Benz AMG A35,5200000,1700,Petrol,Pune,2021
1463,Volkswagen Ameo Highline,515000,30000,Diesel,Kolkata,2016
1464,Maruti Suzuki Ciaz,1063000,11140,Petrol,Pune,2020
1465,Tata Safari XZA,2349000,19075,Diesel,Bangalore,2021
1466,Mercedes-Benz E-Class E250,1789999,114686,Diesel,Mumbai,2014
1467,Ford Figo Titanium,650000,38603,Petrol,Hyderabad,2019
1468,Maruti Suzuki SX4,245000,67860,Petrol,Thane,2010
1469,Maruti Suzuki Alto,336000,40510,Petrol,Delhi,2018
1470,Hyundai Elite i20,519000,19905,Petrol,Kolkata,2017
1471,Jaguar XE Prestige,2400000,21000,Petrol,Kolkata,2017
1472,Hyundai Eon D-Lite,329000,28104,Petrol,Bangalore,2014
1473,Mercedes-Benz C-Class C,4900000,23400,Diesel,Pune,2020
1474,Hyundai Elite i20,775000,32000,Petrol,Chennai,2019
1475,Hyundai Creta SX,790000,58289,Petrol,Thane,2015
1476,Hyundai Venue SX,1145000,11457,Petrol,Bangalore,2019
1477,Tata Nexon EV,1525000,5000,Electric,Mumbai,2022
1478,Honda Amaze 1.2,650000,73699,Petrol,Chennai,2016
1479,Hyundai Elite i20,525000,68766,Petrol,Mumbai,2015
1480,Honda WR-V VX,695000,30902,Petrol,Mumbai,2017
1481,Honda City VX,735000,66684,Petrol,Mumbai,2015
1482,Toyota Urban Cruiser,985000,8134,Petrol,Thane,2021
1483,Hyundai Venue SX,964000,24432,Petrol,Kolkata,2021
1484,Hyundai i10 Magna,286000,58734,Petrol,Pune,2011
1485,Hyundai i10 Magna,325000,15780,Petrol,Thane,2013
1486,Datsun GO T,265000,44760,Petrol,Mumbai,2014
1487,Hyundai Creta S,1320000,17000,Petrol,Thane,2021
1488,Hyundai Creta 1.6,969999,117295,Diesel,Hyderabad,2015
1489,Hyundai Eon D-Lite,250000,62000,Petrol,Poonamallee,2014
1490,Hyundai Creta 1.4,1175000,43300,Diesel,Ahmedabad,2019
1491,Honda Amaze 1.2,775000,15899,Petrol,Ahmedabad,2020
1492,Mahindra Alturas G4,2250000,76187,Diesel,Kolkata,2020
1493,Hyundai Elite i20,521000,59194,Petrol,Mumbai,2015
1494,Kia Seltos HTX,1667000,13841,Petrol,Pune,2021
1495,Maruti Suzuki Swift,700000,11000,Petrol,Chennai,2019
1496,Hyundai Creta 1.6,1225000,24128,Petrol,Thane,2018
1497,Volkswagen Vento Highline,814000,96710,Diesel,Pune,2017
1498,Mahindra Thar LX,1625000,38500,Diesel,Hyderabad,2020
1499,Honda WR-V S,625000,23798,Petrol,Ahmedabad,2017
1500,Tata Altroz XT,737000,5918,Petrol,Chennai,2021
1501,Hyundai Santro Sportz,606000,5231,Petrol,Pune,2020
1502,Skoda Laura Elegance,595000,78000,Diesel,Thane,2013
1503,Hyundai Creta SX,1290000,60038,Petrol,Ahmedabad,2019
1504,Maruti Suzuki Ciaz,740000,48279,Petrol,Mumbai,2017
1505,Nissan Micra Active,325000,56000,Petrol,Ahmedabad,2017
1506,Hyundai Grand i10,509000,45907,Petrol,Bangalore,2017
1507,Hyundai i20 Asta,994999,8566,Petrol,Thane,2021
1508,Skoda Octavia 2.0,1521000,97050,Diesel,Pune,2017
1509,Maruti Suzuki Swift,695000,50000,Petrol,Thane,2021
1510,Toyota Corolla Altis,1200000,86000,Petrol,Ahmedabad,2018
1511,BMW X1 sDrive20d,3275000,67337,Diesel,Bangalore,2018
1512,Ford Endeavour Titanium,3125000,59000,Diesel,Faridabad,2019
1513,Land Rover Range,5999000,45195,Diesel,Kolkata,2021
1514,Ford Endeavour Titanium,2700000,71000,Diesel,Ahmedabad,2018
1515,Skoda Rapid Style,825000,123000,Diesel,Hyderabad,2017
1516,Maruti Suzuki Baleno,607000,24695,Petrol,Delhi,2019
1517,Maruti Suzuki Celerio,385000,62228,Petrol,Noida,2015
1518,Honda City V,650000,80000,Diesel,Hyderabad,2015
1519,Maruti Suzuki Swift,375000,22500,Petrol,Thane,2013
1520,Ford Classic 1.4,330000,106587,Diesel,Hyderabad,2013
1521,Land Rover Freelander,950000,75000,Diesel,Kolkata,2012
1522,Ford Endeavour Titanium,2995000,28466,Diesel,Mumbai,2018
1523,Hyundai Santa Fe,1025000,87642,Diesel,Thane,2015
1524,Toyota Etios Liva,540000,65243,Diesel,Bangalore,2013
1525,Volkswagen Polo Comfortline,520000,90381,Petrol,Hyderabad,2015
1526,Honda WR-V VX,852999,84439,Diesel,Chennai,2018
1527,Renault Kwid CLIMBER,484999,20916,Petrol,Mumbai,2019
1528,Audi A6 2.0,7200000,20000,Petrol,Bangalore,2021
1529,Maruti Suzuki S-Presso,476000,70,Petrol,Delhi,2021
1530,Mahindra XUV500 W11,2048999,45350,Diesel,Bangalore,2020
1531,Toyota Innova Crysta,2225000,36283,Diesel,Mumbai,2018
1532,Maruti Suzuki Dzire,745000,26450,Petrol,Pune,2019
1533,Maruti Suzuki Ertiga,645000,62285,Petrol,Hyderabad,2013
1534,Mahindra Thar LX,1795000,5438,Petrol,Bangalore,2021
1535,Toyota Corolla Altis,1002000,88105,Petrol,Delhi,2016
1536,Honda City SV,556000,78529,Petrol,Delhi,2015
1537,Honda Jazz S,675000,33000,Petrol,Hyderabad,2018
1538,Audi Q5 30,1750000,133000,Diesel,Ahmedabad,2015
1539,Maruti Suzuki Ciaz,749000,53197,Petrol,Bangalore,2017
1540,Maruti Suzuki S-Cross,775000,15629,Diesel,Mumbai,2017
1541,Volkswagen Vento Highline,625000,95860,Diesel,Hyderabad,2014
1542,Maruti Suzuki Dzire,729000,39439,Petrol,Bangalore,2018
1543,Hyundai Verna EX,878999,91495,Diesel,Pune,2017
1544,Toyota Innova Crysta,1369000,177700,Diesel,Gurgaon,2017
1545,Maruti Suzuki Baleno,621000,29093,Petrol,Kolkata,2018
1546,Ford EcoSport Titanium,859000,74280,Petrol,Pune,2018
1547,Hyundai Grand i10,430000,22676,Petrol,Delhi,2015
1548,Honda City 1.5,325000,77000,Petrol,Noida,2010
1549,Skoda Superb Style,1698999,38818,Petrol,Thane,2017
1550,Hyundai Elantra 1.6,565000,66666,Diesel,Mumbai,2013
1551,Maruti Suzuki Alto,285000,62000,Petrol,Hyderabad,2011
1552,Hyundai i10 1.1L,325000,63000,Petrol,Ahmedabad,2014
1553,Hyundai Grand i10,524000,58184,Petrol,Pune,2016
1554,Ford EcoSport Trend,350000,80600,Diesel,Gurgaon,2015
1555,Volkswagen Vento Highline,850000,40912,Petrol,Ahmedabad,2019
1556,Maruti Suzuki S-Presso,459999,9323,Petrol,Kolkata,2020
1557,Mahindra Marazzo M2,1500000,5300,Diesel,Poonamallee,2022
1558,Honda Jazz ZX,808000,5870,Petrol,Kolkata,2021
1559,Honda City VX,675000,66608,Petrol,Thane,2015
1560,Hyundai Elite i20,789000,41068,Petrol,Bangalore,2018
1561,Maruti Suzuki Ciaz,825000,40532,Petrol,Bangalore,2017
1562,Honda City VX,725000,48146,Petrol,Mumbai,2015
1563,Kia Seltos HTK,1545000,27710,Diesel,Mumbai,2020
1564,Maruti Suzuki Baleno,580000,49000,Petrol,Pallikarnai,2019
1565,Hyundai Xcent S,425000,11628,Petrol,Kolkata,2015
1566,Maruti Suzuki Alto,181000,63250,Petrol,Delhi,2012
1567,Mahindra Thar LX,1800000,4600,Diesel,Hyderabad,2022
1568,Toyota Innova Crysta,2450000,35531,Diesel,Mumbai,2019
1569,Maruti Suzuki Ciaz,1087000,19586,Petrol,Pune,2019
1570,Maruti Suzuki Alto,373000,17815,Petrol,Delhi,2019
1571,Skoda Kodiaq Style,2875000,51000,Diesel,Hyderabad,2018
1572,MG Hector Sharp,1599000,29988,Petrol,Bangalore,2020
1573,Nissan Terrano XL,570000,121000,Diesel,Ahmedabad,2014
1574,Maruti Suzuki Baleno,585000,39852,Petrol,Delhi,2018
1575,Renault Kwid Neotech,434999,12850,Petrol,Mumbai,2020
1576,Hyundai Grand i10,581000,31500,Petrol,Chennai,2018
1577,Maruti Suzuki Alto,204999,35965,Petrol,Kolkata,2014
1578,Kia Sonet HTX,1006000,18169,Petrol,Pune,2020
1579,Maruti Suzuki Celerio,357000,24063,Petrol,Kolkata,2015
1580,Mahindra Scorpio 2021,1285000,19000,Diesel,Delhi,2020
1581,Hyundai Elite i20,830000,35811,Petrol,Hyderabad,2020
1582,Mercedes-Benz CLA 200,2675000,7000,Diesel,Kolkata,2018
1583,Honda City SV,790000,60000,Diesel,Ahmedabad,2018
1584,Skoda Rapid 1.6,695000,67269,Petrol,Mumbai,2017
1585,Maruti Suzuki Wagon,640000,40664,CNG,Mumbai,2021
1586,Toyota Fortuner 3.0,1075000,113000,Diesel,Mumbai,2011
1587,Maruti Suzuki Alto,341000,20786,Petrol,Chennai,2018
1588,MG Hector Sharp,1450000,35000,Hybrid,Delhi,2020
1589,BMW 5 Series,3295000,53971,Diesel,Thane,2017
1590,Toyota Fortuner 4X4,3950000,53834,Diesel,Kolkata,2021
1591,Tata Nexon XZ,1067000,30356,Petrol,Chennai,2020
1592,Maruti Suzuki Ciaz,910000,76000,Diesel,Hyderabad,2019
1593,Hyundai Santro Xing,260000,79800,Petrol,Ambattur,2013
1594,Maruti Suzuki Alto,401999,4958,Petrol,Delhi,2021
1595,Hyundai Creta 1.6,1175000,70000,Petrol,Ahmedabad,2019
1596,Hyundai Santro Magna,562000,24669,Petrol,Pune,2020
1597,Land Rover Range,2250000,89000,Diesel,Ahmedabad,2014
1598,Hyundai Grand i10,385000,42228,Petrol,Delhi,2014
1599,Hyundai Creta E,939000,40544,Petrol,Bangalore,2016
1600,Maruti Suzuki Vitara,1125000,19608,Petrol,Bangalore,2020
1601,Maruti Suzuki Celerio,395000,41058,Petrol,Delhi,2016
1602,BMW 3 Series,1090000,65000,Diesel,Ahmedabad,2013
1603,Maruti Suzuki Ciaz,635000,38773,Petrol,Mumbai,2017
1604,Mercedes-Benz E-Class E,4437000,49700,Diesel,Ahmedabad,2018
1605,Tata Nexon XZA,866000,31585,Petrol,Pune,2018
1606,Maruti Suzuki Wagon,360000,86866,Petrol,Kolkata,2015
1607,Skoda Superb L&K,1995000,56341,Diesel,Mumbai,2017
1608,Honda City V,669000,53206,Petrol,Bangalore,2015
1609,Hyundai Grand i10,475000,18000,Petrol,Ahmedabad,2017
1610,Hyundai Elite i20,685000,63379,Diesel,Mumbai,2016
1611,Honda City VX,750000,48900,Petrol,Ahmedabad,2015
1612,Hyundai Creta 1.6,856000,41951,Petrol,Delhi,2016
1613,Tata Safari XZ,1945000,22889,Diesel,Kolkata,2021
1614,Kia Seltos HTK,1143000,19970,Petrol,Pune,2019
1615,Maruti Suzuki Alto,350000,44706,Petrol,Hyderabad,2018
1616,Honda City ZX,180000,83920,Petrol,Pune,2008
1617,Audi A4 Technology,3950000,45760,Petrol,Ahmedabad,2021
